seqid	start	stop	tir1	tir2	tsd1	tsd2	sim
NW_68336.1;;0	601488	603681	111	108	2	2	80.91
NW_68336.1;;0	604259	605247	182	185	2	2	95.58
NW_68336.1;;0	605452	605911	59	58	2	2	100.00
NW_68336.1;;0	634795	639455	39	38	2	2	100.00
NW_68336.1;;0	654828	655318	45	39	6	6	100.00
NW_68336.1;;0	667427	667662	63	60	4	4	96.83
NW_68336.1;;0	678577	679554	21	19	2	2	100.00
NW_68336.1;;0	706443	708032	49	46	3	3	100.00
NW_68336.1;;0	716954	717101	145	144	3	3	93.88
NW_68336.1;;0	723271	727499	50	51	2	2	95.92
NW_68336.1;;0	748372	748470	96	94	2	2	89.36
NW_68336.1;;0	748952	749527	150	142	2	2	83.22
NW_68336.1;;0	760154	764442	23	34	2	2	100.00
NW_68336.1;;0	773155	777334	36	34	2	2	100.00
NW_68336.1;;0	794427	797040	26	24	2	2	100.00
NW_68336.1;;0	824399	825422	53	51	3	3	96.23
NW_68336.1;;0	842816	843073	30	38	3	3	84.85
NW_68336.1;;0	849969	850614	81	83	2	2	92.59
NW_68336.1;;0	854406	855028	33	32	2	2	96.97
NW_68337.1;;0	5645	7390	23	16	7	7	100.00
NW_68337.1;;0	94798	99821	51	62	2	2	100.00
NW_68337.1;;0	100066	101329	31	30	3	3	100.00
NW_68337.1;;0	182106	185268	31	29	2	2	100.00
NW_68337.1;;0	284492	285911	42	39	3	3	100.00
NW_68337.1;;0	315673	315764	88	89	3	3	97.78
NW_68337.1;;0	327342	329158	63	52	9	9	96.77
NW_68337.1;;0	344537	346914	180	179	2	2	97.21
NW_68337.1;;0	351838	354973	88	89	2	2	98.86
NW_68337.1;;0	360033	360118	83	76	3	3	95.12
NW_68337.1;;0	366245	366327	79	79	2	2	97.44
NW_68337.1;;0	382729	382965	24	26	2	2	100.00
NW_68337.1;;0	396154	396955	82	77	2	2	81.48
NW_68337.1;;0	409798	413121	33	26	7	7	100.00
NW_68337.1;;0	447699	447974	59	68	3	3	100.00
NW_68337.1;;0	456282	458804	44	47	2	2	97.73
NW_68337.1;;0	470896	471520	20	18	2	2	100.00
NW_68337.1;;0	488722	489367	24	24	2	2	100.00
NW_68337.1;;0	566822	566896	22	19	3	3	100.00
NW_68337.1;;0	575374	580321	38	35	3	3	100.00
NW_68337.1;;0	596190	596753	546	555	9	9	98.01
NW_68337.1;;0	600657	604001	22	22	3	3	100.00
NW_68337.1;;0	608309	608856	46	44	2	2	100.00
NW_68337.1;;0	652277	652541	21	18	2	2	100.00
NW_68337.1;;0	679104	683144	28	23	5	5	100.00
NW_68337.1;;0	695353	699057	81	78	3	3	96.25
NW_68337.1;;0	715362	720002	39	32	7	7	97.37
NW_68337.1;;0	721733	722409	82	78	4	4	88.89
NW_68337.1;;0	724210	726589	23	34	2	2	100.00
NW_68337.1;;0	750169	751371	123	126	2	2	88.80
NW_68337.1;;0	759464	763485	57	54	2	2	96.43
NW_68337.1;;0	775905	776449	50	48	2	2	100.00
NW_68337.1;;0	800309	800405	93	94	3	3	95.79
NW_68337.1;;0	804219	806808	100	97	2	2	90.91
NW_68337.1;;0	813572	813679	43	41	2	2	100.00
NW_68337.1;;0	834709	839608	30	35	3	3	93.55
NW_68337.1;;0	842098	842310	34	32	2	2	93.94
NW_68337.1;;0	848108	850902	26	27	2	2	100.00
NW_68337.1;;0	867299	870346	48	54	2	2	87.76
NW_68337.1;;0	880777	881332	26	32	2	2	100.00
NW_68337.1;;0	893569	895201	20	20	2	2	100.00
NW_68337.1;;0	897948	898213	21	19	3	3	100.00
NW_68337.1;;0	923171	926630	40	33	7	7	100.00
NW_68337.1;;0	954807	954960	152	152	2	2	94.12
NW_68337.1;;0	963781	964381	73	71	3	3	80.82
NW_68337.1;;0	972512	972573	58	61	2	2	96.67
NW_68337.1;;0	992243	992625	32	29	3	3	100.00
NW_68337.1;;0	1020446	1020534	87	87	2	2	97.73
NW_68337.1;;0	1026019	1026890	46	45	2	2	97.83
NW_68338.1;;0	889	1253	34	29	2	2	90.91
NW_68338.1;;0	8811	10724	85	83	5	5	97.65
NW_68338.1;;0	20312	20449	134	136	2	2	92.59
NW_68338.1;;0	34108	38258	78	73	3	3	97.40
NW_68338.1;;0	39773	40598	30	27	3	3	89.66
NW_68338.1;;0	42133	45819	60	68	2	2	80.00
NW_68338.1;;0	47637	50755	31	34	2	2	90.32
NW_68338.1;;0	53778	54237	47	45	2	2	100.00
NW_68338.1;;0	60838	61669	94	90	3	3	94.62
NW_68339.1;;0	445	2530	32	31	3	3	100.00
NW_68339.1;;0	27350	27711	48	47	2	2	97.92
NW_68339.1;;0	40189	42645	83	90	2	2	83.91
NW_68339.1;;0	55903	58867	20	20	2	2	100.00
NW_68339.1;;0	80791	80985	54	52	2	2	100.00
NW_68339.1;;0	94095	96508	36	46	2	2	100.00
NW_68339.1;;0	109518	110445	20	21	2	2	100.00
NW_68339.1;;0	142292	144607	21	22	2	2	100.00
NW_68340.1;;0	2767	4593	46	43	3	3	93.33
NW_68340.1;;0	9686	13777	24	24	6	6	100.00
NW_68340.1;;0	87269	88722	81	84	2	2	96.30
NW_68340.1;;0	101161	103452	25	25	2	2	100.00
NW_68340.1;;0	111723	114581	85	88	2	2	88.51
NW_68340.1;;0	116658	117876	73	73	2	2	98.61
NW_68340.1;;0	128490	131641	76	77	2	2	83.33
NW_68340.1;;0	133013	134471	72	73	2	2	94.44
NW_68340.1;;0	141388	144981	23	21	2	2	100.00
NW_68340.1;;0	170092	173298	21	23	3	3	100.00
NW_68340.1;;0	204150	208058	21	21	2	2	100.00
NW_68340.1;;0	230580	230904	39	40	2	2	97.44
NW_68341.1;;0	766	974	63	66	2	2	93.85
NW_68341.1;;0	20508	21005	93	91	2	2	94.57
NW_68341.1;;0	21896	25254	27	29	3	3	96.30
NW_68341.1;;0	33503	33567	63	63	2	2	96.88
NW_68341.1;;0	37529	39541	56	55	2	2	98.18
NW_68341.1;;0	53409	56759	40	39	2	2	97.44
NW_68341.1;;0	66612	66691	77	81	3	3	96.25
NW_68341.1;;0	113431	116811	29	37	2	2	83.33
NW_68341.1;;0	120772	124278	125	123	2	2	88.71
NW_68341.1;;0	135071	135149	71	73	4	4	97.22
NW_68341.1;;0	161069	161265	88	89	2	2	98.86
NW_68341.1;;0	172237	173706	89	88	2	2	96.59
NW_68341.1;;0	189342	191059	70	71	2	2	94.20
NW_68341.1;;0	204064	206105	27	26	2	2	100.00
NW_68341.1;;0	211790	216714	24	28	2	2	95.83
NW_68341.1;;0	228609	230969	20	18	6	6	100.00
NW_68341.1;;0	235349	235871	38	37	2	2	100.00
NW_68341.1;;0	255697	257809	144	142	2	2	93.01
NW_68341.1;;0	264837	264906	66	67	3	3	97.06
NW_68341.1;;0	283090	287702	29	27	3	3	96.43
NW_68341.1;;0	298080	300091	34	32	2	2	96.97
NW_68341.1;;0	307858	307910	49	47	3	3	95.83
NW_68341.1;;0	327839	329342	24	21	3	3	100.00
NW_68341.1;;0	338269	338326	54	55	3	3	96.43
NW_68341.1;;0	373442	373790	62	60	2	2	100.00
NW_68341.1;;0	382935	387707	145	137	2	2	85.42
NW_68341.1;;0	389170	389659	18	20	3	3	89.47
NW_68341.1;;0	394185	398460	35	45	2	2	100.00
NW_68341.1;;0	437453	442573	118	127	2	2	95.00
NW_68341.1;;0	443720	446718	43	41	2	2	100.00
NW_68341.1;;0	449887	450587	25	22	2	2	91.67
NW_68341.1;;0	456056	459277	20	19	2	2	100.00
NW_68341.1;;0	469892	470165	271	270	2	2	95.19
NW_68341.1;;0	474610	474743	120	127	7	7	98.41
NW_68341.1;;0	487064	487205	138	135	3	3	96.35
NW_68341.1;;0	494335	495825	31	22	2	2	86.67
NW_68341.1;;0	507966	511186	26	26	2	2	100.00
NW_68341.1;;0	516766	519369	23	23	2	2	100.00
NW_68341.1;;0	526132	528277	23	22	2	2	100.00
NW_68341.1;;0	545108	545355	246	246	2	2	98.38
NW_68341.1;;0	547291	551580	26	26	2	2	100.00
NW_68341.1;;0	560788	564684	21	24	2	2	100.00
NW_68341.1;;0	569603	573261	20	23	2	2	100.00
NW_68341.1;;0	587826	588134	45	43	2	2	100.00
NW_68341.1;;0	618159	619809	21	19	2	2	100.00
NW_68341.1;;0	636091	639970	66	63	2	2	95.38
NW_68341.1;;0	648489	652888	52	51	2	2	100.00
NW_68341.1;;0	686139	687071	20	29	3	3	100.00
NW_68341.1;;0	703181	705616	32	32	2	2	100.00
NW_68341.1;;0	738138	739659	69	67	2	2	92.65
NW_68341.1;;0	749834	754695	21	22	2	2	100.00
