seqid	start	stop	tir1	tir2	tsd1	tsd2	sim
NW_68301.1;;0	210995	211089	93	93	2	2	97.87
NW_68301.1;;0	237174	237804	41	37	2	2	100.00
NW_68301.1;;0	257950	258434	81	79	3	3	96.30
NW_68301.1;;0	264352	266647	25	22	3	3	100.00
NW_68301.1;;0	281303	282632	48	46	2	2	100.00
NW_68301.1;;0	298178	302411	51	44	7	7	100.00
NW_68301.1;;0	310380	311476	38	34	2	2	100.00
NW_68301.1;;0	324909	328693	49	42	7	7	100.00
NW_68301.1;;0	340859	341579	82	93	2	2	100.00
NW_68301.1;;0	352878	356153	36	31	5	5	100.00
NW_68301.1;;0	369409	372173	22	22	2	2	86.96
NW_68301.1;;0	377439	379097	48	46	3	3	100.00
NW_68301.1;;0	397888	398917	30	27	3	3	100.00
NW_68301.1;;0	407324	407682	37	36	2	2	80.56
NW_68301.1;;0	411723	412918	78	90	2	2	97.47
NW_68301.1;;0	427580	430517	51	50	2	2	100.00
NW_68301.1;;0	451636	456003	38	39	2	2	97.37
NW_68301.1;;0	477889	479179	23	22	3	3	100.00
NW_68301.1;;0	486832	487766	22	21	2	2	100.00
NW_68301.1;;0	495278	496415	36	38	2	2	83.78
