seqid	start	stop	tir1	tir2	tsd1	tsd2	sim
NW_68304.1;;0	1	4592	37	35	2	2	100.00
NW_68304.1;;0	33922	37960	101	101	3	3	90.00
NW_68304.1;;0	57119	57198	77	76	3	3	92.41
NW_68304.1;;0	68145	71481	27	18	9	9	100.00
NW_68304.1;;0	121679	125553	95	90	2	2	84.04
NW_68304.1;;0	161675	163340	58	57	2	2	98.28
NW_68304.1;;0	180446	181089	48	46	2	2	100.00
NW_68304.1;;0	189970	190082	115	107	2	2	91.23
NW_68304.1;;0	200582	201776	24	23	3	3	100.00
NW_68304.1;;0	215955	219841	34	32	2	2	100.00
NW_68304.1;;0	294909	296751	68	64	4	4	100.00
NW_68304.1;;0	328958	332552	21	26	2	2	100.00
NW_68304.1;;0	346367	346490	120	122	2	2	98.35
NW_68304.1;;0	357450	358078	33	35	2	2	96.97
NW_68304.1;;0	365875	367507	22	20	2	2	100.00
NW_68304.1;;0	391254	393974	70	75	2	2	97.14
NW_68304.1;;0	396965	397172	38	37	2	2	97.37
NW_68304.1;;0	420385	424267	57	54	3	3	100.00
NW_68304.1;;0	466241	467032	34	32	2	2	87.88
NW_68304.1;;0	478454	478509	50	53	3	3	98.08
NW_68304.1;;0	481279	482976	139	134	3	3	86.96
NW_68304.1;;0	487129	491830	58	56	2	2	100.00
NW_68304.1;;0	505549	505882	78	76	3	3	89.61
NW_68304.1;;0	526385	526535	135	142	9	9	98.60
NW_68304.1;;0	531457	531624	22	24	2	2	95.24
NW_68304.1;;0	538268	539519	36	36	2	2	100.00
NW_68304.1;;0	556643	560686	22	20	2	2	100.00
NW_68304.1;;0	574046	576804	21	23	2	2	90.91
NW_68304.1;;0	582565	586677	21	21	2	2	100.00
NW_68304.1;;0	647008	650866	21	31	2	2	100.00
NW_68304.1;;0	663603	663753	37	34	3	3	100.00
NW_68304.1;;0	763592	765459	82	80	2	2	97.53
NW_68305.1;;0	127	1076	54	51	9	9	100.00
NW_68305.1;;0	38834	39056	18	18	2	2	89.47
NW_68305.1;;0	46933	47796	27	27	2	2	100.00
NW_68305.1;;0	54606	55250	57	55	2	2	100.00
NW_68305.1;;0	85246	89883	47	45	2	2	100.00
NW_68305.1;;0	112383	113622	48	56	2	2	100.00
NW_68305.1;;0	148361	150864	128	131	2	2	90.15
NW_68305.1;;0	155263	155478	204	210	6	6	95.22
NW_68305.1;;0	166771	167296	32	24	8	8	100.00
NW_68305.1;;0	187161	187819	49	47	2	2	100.00
NW_68305.1;;0	220435	220720	62	58	4	4	100.00
NW_68305.1;;0	230181	233307	44	44	2	2	100.00
NW_68305.1;;0	268020	268951	24	20	2	2	100.00
NW_68305.1;;0	276878	280880	96	96	2	2	96.84
NW_68305.1;;0	286980	287232	48	50	2	2	85.42
NW_68305.1;;0	287514	287657	36	34	2	2	100.00
NW_68305.1;;0	297256	299995	43	42	2	2	97.67
NW_68305.1;;0	303213	304719	36	37	2	2	85.71
NW_68305.1;;0	309922	312201	52	50	2	2	100.00
NW_68305.1;;0	368324	369018	37	36	2	2	100.00
NW_68305.1;;0	402923	403343	39	36	3	3	100.00
NW_68305.1;;0	469244	469306	61	61	2	2	96.77
NW_68305.1;;0	476764	480567	178	177	3	3	94.35
NW_68305.1;;0	504361	504463	21	22	2	2	100.00
NW_68305.1;;0	544725	546281	51	50	3	3	100.00
NW_68305.1;;0	568781	572075	28	35	2	2	89.29
NW_68305.1;;0	575311	577619	75	77	2	2	98.65
NW_68305.1;;0	579435	582236	63	63	2	2	98.41
NW_68305.1;;0	587553	589953	100	92	2	2	92.93
NW_68305.1;;0	595915	599909	44	35	9	9	100.00
NW_68305.1;;0	609918	611087	20	18	2	2	100.00
NW_68305.1;;0	624532	624912	51	48	3	3	98.00
NW_68305.1;;0	636822	640447	49	47	2	2	100.00
NW_68305.1;;0	700978	701291	33	43	2	2	100.00
NW_68305.1;;0	712959	713038	77	76	3	3	96.15
NW_68305.1;;0	727840	730616	47	45	2	2	100.00
NW_68305.1;;0	790967	795944	41	39	2	2	100.00
NW_68305.1;;0	854169	854408	40	38	2	2	100.00
NW_68305.1;;0	904140	906817	69	71	2	2	100.00
NW_68305.1;;0	933480	938288	20	16	4	4	100.00
NW_68305.1;;0	1001535	1002539	76	74	2	2	100.00
NW_68305.1;;0	1039936	1040666	51	47	2	2	100.00
NW_68305.1;;0	1108617	1109983	47	45	2	2	100.00
NW_68305.1;;0	1129754	1134208	44	41	3	3	100.00
NW_68306.1;;0	1846	5817	22	22	2	2	100.00
NW_68306.1;;0	39210	41113	63	62	2	2	100.00
NW_68306.1;;0	63976	68955	53	52	3	3	100.00
NW_68306.1;;0	105056	109375	992	997	3	3	97.60
NW_68306.1;;0	116689	116880	72	70	2	2	100.00
NW_68306.1;;0	172950	173999	152	147	2	2	85.43
NW_68306.1;;0	176416	177601	21	18	3	3	100.00
NW_68306.1;;0	225882	227515	32	30	3	3	100.00
NW_68306.1;;0	274440	279244	52	50	2	2	100.00
NW_68306.1;;0	291601	294999	44	45	2	2	100.00
NW_68306.1;;0	425357	427762	532	532	2	2	97.75
NW_68306.1;;0	439013	439240	224	224	2	2	99.10
NW_68306.1;;0	441134	441959	54	51	2	2	86.79
NW_68306.1;;0	453781	456547	54	53	4	4	98.15
NW_68306.1;;0	474871	478556	40	39	2	2	100.00
NW_68306.1;;0	513172	516741	61	64	2	2	95.08
NW_68306.1;;0	525681	530639	79	77	3	3	98.73
NW_68306.1;;0	538142	541011	24	22	3	3	100.00
NW_68306.1;;0	546939	547204	21	18	2	2	100.00
NW_68306.1;;0	548935	549465	83	84	5	5	100.00
NW_68306.1;;0	553716	556088	48	46	2	2	100.00
NW_68306.1;;0	565431	569071	61	58	3	3	100.00
NW_68306.1;;0	602916	603142	49	46	2	2	95.83
NW_68306.1;;0	622203	622391	28	29	2	2	83.33
NW_68306.1;;0	622632	623749	73	77	3	3	90.28
NW_68306.1;;0	640611	641479	110	112	2	2	100.00
NW_68306.1;;0	681389	681903	79	85	2	2	100.00
NW_68306.1;;0	704544	704727	20	17	3	3	100.00
NW_68306.1;;0	711653	712624	74	82	3	3	96.00
NW_68306.1;;0	721475	721885	20	18	2	2	100.00
NW_68306.1;;0	748056	749944	150	144	2	2	88.59
NW_68306.1;;0	750071	750203	130	129	3	3	93.18
NW_68306.1;;0	763861	768782	46	52	3	3	100.00
NW_68306.1;;0	781447	781716	53	50	3	3	98.08
NW_68306.1;;0	795819	796486	124	126	2	2	95.12
NW_68306.1;;0	797064	797111	45	44	3	3	93.48
NW_68306.1;;0	808865	810512	97	97	2	2	97.96
NW_68306.1;;0	819524	819626	105	108	3	3	92.52
NW_68306.1;;0	844937	845217	53	49	4	4	100.00
NW_68306.1;;0	857842	858193	64	67	2	2	90.91
NW_68306.1;;0	869332	870018	37	41	2	2	97.30
NW_68306.1;;0	896215	896783	151	145	2	2	92.67
NW_68306.1;;0	911735	915693	85	89	2	2	97.62
NW_68306.1;;0	927461	932257	117	119	2	2	84.75
NW_68306.1;;0	945288	947453	31	29	2	2	100.00
NW_68306.1;;0	981121	983910	98	99	2	2	100.00
NW_68306.1;;0	994773	995538	91	102	2	2	100.00
NW_68306.1;;0	1007438	1010610	77	79	2	2	100.00
NW_68306.1;;0	1028722	1030293	71	71	2	2	97.22
NW_68307.1;;0	471	1071	23	22	2	2	100.00
NW_68307.1;;0	19694	20999	108	117	2	2	91.74
NW_68307.1;;0	26956	27454	44	40	2	2	90.70
NW_68307.1;;0	34078	35838	97	110	2	2	94.00
NW_68307.1;;0	44487	44945	41	38	3	3	97.50
NW_68307.1;;0	60328	63326	62	68	2	2	98.36
NW_68307.1;;0	70219	74725	183	184	2	2	80.22
NW_68307.1;;0	86398	89637	23	24	2	2	100.00
NW_68307.1;;0	110114	113494	46	47	2	2	97.78
NW_68307.1;;0	165233	168860	76	69	7	7	96.00
NW_68307.1;;0	181121	181909	69	68	3	3	100.00
NW_68307.1;;0	228537	232254	21	20	2	2	100.00
NW_68307.1;;0	238998	239309	61	63	2	2	88.71
NW_68307.1;;0	248864	252464	20	13	7	7	100.00
NW_68307.1;;0	257793	258140	22	20	2	2	91.30
NW_68307.1;;0	267659	271978	23	31	5	5	100.00
NW_68307.1;;0	277055	277622	87	97	3	3	100.00
NW_68307.1;;0	301613	301820	21	20	2	2	100.00
NW_68307.1;;0	313131	315660	29	29	2	2	92.86
NW_68307.1;;0	319097	319367	47	44	3	3	100.00
NW_68307.1;;0	336233	337593	34	35	2	2	83.33
NW_68307.1;;0	339288	344298	55	53	2	2	100.00
NW_68307.1;;0	364472	367894	49	49	3	3	100.00
NW_68307.1;;0	381120	385077	51	62	2	2	100.00
NW_68307.1;;0	399984	404609	55	55	3	3	100.00
NW_68307.1;;0	412308	413077	69	70	2	2	85.29
NW_68307.1;;0	421397	424543	55	50	9	9	100.00
NW_68307.1;;0	443151	443889	57	56	3	3	86.21
NW_68307.1;;0	447726	450250	54	53	2	2	100.00
NW_68307.1;;0	464685	465867	24	22	2	2	100.00
NW_68307.1;;0	486297	489228	27	26	3	3	100.00
NW_68307.1;;0	501061	504246	32	31	4	4	100.00
NW_68307.1;;0	518615	519615	30	28	2	2	100.00
NW_68307.1;;0	530562	533421	30	28	2	2	100.00
NW_68307.1;;0	539294	539397	100	101	3	3	97.03
NW_68307.1;;0	545379	550091	41	43	2	2	100.00
NW_68307.1;;0	583087	584138	60	58	2	2	100.00
NW_68307.1;;0	617996	618913	22	15	7	7	100.00
NW_68307.1;;0	625322	625615	54	54	2	2	92.45
NW_68307.1;;0	629947	630563	23	30	2	2	100.00
NW_68307.1;;0	635597	636385	139	129	2	2	91.30
NW_68307.1;;0	639692	640020	69	65	4	4	98.53
NW_68307.1;;0	650779	650890	108	109	3	3	98.18
NW_68307.1;;0	665583	666501	48	51	2	2	88.00
NW_68307.1;;0	670391	672503	22	20	2	2	100.00
NW_68307.1;;0	693205	693299	21	21	2	2	100.00
NW_68307.1;;0	699069	699329	30	26	4	4	100.00
NW_68307.1;;0	712218	713883	60	63	2	2	95.16
NW_68307.1;;0	721159	722066	23	21	2	2	100.00
NW_68307.1;;0	733312	733418	89	98	9	9	97.94
NW_68307.1;;0	741862	744650	62	59	3	3	98.36
NW_68307.1;;0	750811	753755	32	31	2	2	100.00
NW_68308.1;;0	6851	11628	41	52	2	2	100.00
NW_68308.1;;0	38960	39221	24	19	5	5	100.00
NW_68308.1;;0	65469	65676	34	28	2	2	85.29
NW_68308.1;;0	74829	75327	83	79	4	4	100.00
NW_68308.1;;0	100003	101465	25	25	2	2	100.00
NW_68308.1;;0	141561	145096	50	54	3	3	98.00
NW_68309.1;;0	1031	1256	33	29	4	4	100.00
NW_68309.1;;0	5574	6827	32	32	2	2	100.00
NW_68309.1;;0	28957	30557	34	39	2	2	82.35
NW_68309.1;;0	39807	44229	98	99	2	2	96.91
NW_68309.1;;0	75624	76078	27	29	2	2	100.00
NW_68310.1;;0	3577	3805	46	36	10	10	100.00
NW_68310.1;;0	18641	19060	27	26	2	2	88.89
NW_68310.1;;0	28224	30277	23	16	7	7	100.00
NW_68310.1;;0	33559	34862	25	24	2	2	100.00
NW_68310.1;;0	61351	65506	62	60	3	3	96.77
NW_68311.1;;0	3706	3806	97	98	3	3	96.97
NW_68311.1;;0	19494	21423	25	26	3	3	95.83
NW_68311.1;;0	49978	51179	20	22	3	3	100.00
NW_68311.1;;0	53611	54898	103	106	2	2	81.90
NW_68311.1;;0	67210	67289	32	31	3	3	100.00
NW_68311.1;;0	74172	78190	55	53	2	2	100.00
NW_68311.1;;0	93935	96965	22	25	2	2	100.00
NW_68311.1;;0	111424	115083	28	27	3	3	100.00
NW_68311.1;;0	123050	126133	58	59	2	2	93.22
NW_68311.1;;0	134577	135701	46	50	2	2	100.00
NW_68311.1;;0	157048	161106	46	44	2	2	100.00
NW_68311.1;;0	176462	179125	21	20	2	2	100.00
NW_68311.1;;0	203645	204054	29	33	2	2	100.00
NW_68311.1;;0	249341	250680	33	35	2	2	100.00
NW_68311.1;;0	288109	288426	70	71	2	2	94.44
NW_68311.1;;0	289185	293446	20	18	2	2	100.00
NW_68311.1;;0	299530	299711	179	176	3	3	92.70
NW_68311.1;;0	307779	309776	51	49	2	2	100.00
NW_68311.1;;0	328456	333085	21	29	2	2	100.00
NW_68311.1;;0	347397	347965	56	53	2	2	96.36
NW_68311.1;;0	355750	360723	40	37	3	3	100.00
NW_68311.1;;0	368212	368352	49	46	2	2	85.42
NW_68311.1;;0	374783	375683	57	63	2	2	98.25
NW_68311.1;;0	384494	387985	28	25	3	3	100.00
NW_68311.1;;0	408330	409746	21	26	2	2	100.00
NW_68311.1;;0	441044	441830	54	50	4	4	100.00
NW_68311.1;;0	458506	459420	50	49	2	2	88.24
NW_68311.1;;0	466650	467638	59	56	2	2	93.10
NW_68311.1;;0	477384	481509	26	34	2	2	100.00
NW_68311.1;;0	496865	498233	90	89	2	2	82.22
NW_68311.1;;0	505947	506779	41	31	10	10	100.00
NW_68311.1;;0	521317	521438	181	184	2	2	94.54
NW_68311.1;;0	528648	530986	87	87	2	2	93.02
NW_68311.1;;0	537039	537558	24	21	3	3	95.65
NW_68311.1;;0	545722	546261	37	30	7	7	100.00
NW_68311.1;;0	602096	602255	156	157	2	2	87.18
NW_68311.1;;0	607380	608635	28	26	3	3	96.30
NW_68311.1;;0	615855	620288	29	28	2	2	96.43
NW_68311.1;;0	628492	629457	20	18	2	2	100.00
NW_68311.1;;0	661138	664410	40	38	2	2	100.00
